itemid	version1	version2	category	main-type	lev-dist	lev-dist-class	lendiff-chars	lendiff-words	insertion	deletion	capitalization	whitespace	italics	punctuation	hyphenation	numbers	condensation	expansion	tbc
8330-1	They probably won't all fit, so some will have to ride with me.		other	deletion	63	major	-63	-14	0	1	0	0	0	0	0	0	0	0	0
8333-1	Tool	tool	script-identifiable	capitalization	1	minor	0	0	0	0	1	0	0	0	0	0	0	0	0
8333-2	case!)	case!),	script identifiable	punctuation	1	minor	1	0	0	0	0	0	0	1	0	0	0	0	0
8334-1	to		other	deletion	2	minor	-2	0	0	1	0	0	0	0	0	0	0	0	0
8343-1	9am	9 a.m.	script identifiable	numbers	3	minor	3	3	0	0	0	0	0	0	0	1	0	0	0
8344-1	patterns	patterns,	script identifiable	punctuation	1	minor	1	1	0	0	0	0	0	1	0	0	0	0	0
8345-1	9:00	9	script identifiable	numbers	3	minor	-3	-1	0	0	0	0	0	0	0	1	0	0	0
8349-1	"""Sure,"" she said."	"""Sure."""	other	condensation	11	major	-10	-2	0	0	0	0	0	0	0	0	1	0	0
8350-1	up	'up	script identifiable	punctuation	1	minor	1	1	0	0	0	0	0	1	0	0	0	0	0
8353-1	"""Well"	"""Well,"	script identifiable	punctuation	1	minor	1	1	0	0	0	0	0	1	0	0	0	0	0
8355-1	"What?"""	"what?"""	script-identifiable	capitalization	1	minor	0	0	0	0	1	0	0	0	0	0	0	0	0
8372-1	"""So..."""	"""So...,"""	script identifiable	punctuation	1	minor	1	0	0	0	0	0	0	1	0	0	0	0	0
8374-1	"email."""	"e-mail."""	script identifiable	hyphenation	1	minor	1	1	0	0	0	0	0	0	1	0	0	0	0
8384-1	in to	into	script identifiable	whitespace	1	minor	-1	-1	0	0	0	1	0	0	0	0	0	0	0
8387-1	months	months,	script identifiable	punctuation	1	minor	1	1	0	0	0	0	0	1	0	0	0	0	0
8392-1	on		other	deletion	2	minor	-2	0	0	1	0	0	0	0	0	0	0	0	0
8392-2	16	sixteen	script identifiable	numbers	7	major	5	0	0	0	0	0	0	0	0	1	0	0	0
8395-1	times.	"times."""	script identifiable	punctuation	1	minor	1	0	0	0	0	0	0	1	0	0	0	0	0
8402-1	shit	baby	other	tbc	4	minor	0	0	0	0	0	0	0	0	0	0	0	0	1
8404-1		on	other	insertion	2	minor	2	0	1	0	0	0	0	0	0	0	0	0	0
8404-2	Hab.	Hab if I'm going to do a real dry run.	other	expansion	34	major	34	10	0	0	0	0	0	0	0	0	0	1	0
8405-1	Atmospheric Regulator	atmospheric regulator	script-identifiable	capitalization	2	minor	0	0	0	0	1	0	0	0	0	0	0	0	0
8405-2	Oxygenator	oxygenator	script-identifiable	capitalization	1	minor	0	0	0	0	1	0	0	0	0	0	0	0	0
8409-1	%	percent	other	expansion	7	major	6	-1	0	0	0	0	0	0	0	0	0	1	0
8410-1	it	the Hab's mix	other	expansion	12	major	11	3	0	0	0	0	0	0	0	0	0	1	0
8411-1	L.	liters.	other	expansion	6	major	5	0	0	0	0	0	0	0	0	0	0	1	0
8412-1	%	percent	other	expansion	7	major	6	-1	0	0	0	0	0	0	0	0	0	1	0
8412-2		put a	other	insertion	5	minor	5	1	1	0	0	0	0	0	0	0	0	0	0
8413-1	Regulator	regulator	script-identifiable	capitalization	1	minor	0	0	0	0	1	0	0	0	0	0	0	0	0
8413-2	Oxygenator	oxygenator	script-identifiable	capitalization	1	minor	0	0	0	0	1	0	0	0	0	0	0	0	0
8415-1	"required""."	"required."""	script identifiable	punctuation	2	minor	0	0	0	0	0	0	0	1	0	0	0	0	0
8417-1	took	moved	other	tbc	4	minor	1	0	0	0	0	0	0	0	0	0	0	0	1
8417-2		of	other	insertion	2	minor	2	0	1	0	0	0	0	0	0	0	0	0	0
8420-1	it's	the trailer's	other	expansion	10	major	9	1	0	0	0	0	0	0	0	0	0	1	0
8424-1	was.	is.	other	tbc	2	minor	-1	0	0	0	0	0	0	0	0	0	0	0	1
8427-1	Regulator	regulator	script-identifiable	capitalization	1	minor	0	0	0	0	1	0	0	0	0	0	0	0	0
8427-2	AREC	AREC,	script identifiable	punctuation	1	minor	1	1	0	0	0	0	0	1	0	0	0	0	0
8428-1	And, it	The regulator also	other	expansion	17	major	11	1	0	0	0	0	0	0	0	0	0	1	0
8428-2	dump	contain	other	tbc	7	major	3	0	0	0	0	0	0	0	0	0	0	0	1
8431-1	across the	across,the	other	tbc	1	minor	0	0	0	0	0	0	0	0	0	0	0	0	1
8433-1	It's	It was	other	tbc	3	minor	2	0	0	0	0	0	0	0	0	0	0	0	1
8433-2	for maintenance purposes. We could fix things in the	to make	other	condensation	47	major	-45	-7	0	0	0	0	0	0	0	0	1	0	0
8433-3	easier that way.	repairs easier.	other	tbc	12	major	-1	-1	0	0	0	0	0	0	0	0	0	0	1
8434-1	everything assembled,		other	deletion	21	major	-21	-2	0	1	0	0	0	0	0	0	0	0	0
8434-2	hooked them	had the AREC	other	tbc	9	major	1	1	0	0	0	0	0	0	0	0	0	0	1
8434-3	to	place, I hooked the oxygenator and regulator into	other	expansion	47	major	47	7	0	0	0	0	0	0	0	0	0	1	0
8436-1	Oxygenator.	oxygenator.	script-identifiable	capitalization	1	minor	0	0	0	0	1	0	0	0	0	0	0	0	0
8437-1	5.	five.	script identifiable	numbers	4	minor	3	0	0	0	0	0	0	0	0	1	0	0	0
8438-1	means	meant	other	tbc	1	minor	0	0	0	0	0	0	0	0	0	0	0	0	1
8438-2	10-meter	ten-meter	script identifiable	numbers	3	minor	1	0	0	0	0	0	0	0	0	1	0	0	0
8439-1	there	there,	script identifiable	punctuation	1	minor	1	1	0	0	0	0	0	1	0	0	0	0	0
8442-1	ok.		other	deletion	3	minor	-3	-1	0	1	0	0	0	0	0	0	0	0	0
8443-1	Getting	okay.	other	tbc	7	major	-2	1	0	0	0	0	0	0	0	0	0	0	1
8444-1		After getting	other	insertion	13	major	13	1	1	0	0	0	0	0	0	0	0	0	0
8444-2	in to	into	script identifiable	whitespace	1	minor	-1	-1	0	0	0	1	0	0	0	0	0	0	0
8444-3	in to	into	script identifiable	whitespace	1	minor	-1	-1	0	0	0	1	0	0	0	0	0	0	0
8445-1	shit-fit	shit fit	script identifiable	hyphenation	1	minor	0	0	0	0	0	0	0	0	1	0	0	0	0
8455-1	I did	I'd done	other	tbc	5	minor	3	1	0	0	0	0	0	0	0	0	0	0	1
8457-1	CO2 I	CO21	script identifiable	numbers	2	minor	-1	-1	0	0	0	0	0	0	0	1	0	0	0
8458-1	I	I'll	other	tbc	3	minor	3	1	0	0	0	0	0	0	0	0	0	0	1
8458-2	Sol.		other	deletion	4	minor	-4	-1	0	1	0	0	0	0	0	0	0	0	0
8459-1	"""Live"	sol.	other	tbc	5	minor	-1	0	0	0	0	0	0	0	0	0	0	0	1
8460-1		Live	other	insertion	4	minor	4	0	1	0	0	0	0	0	0	0	0	0	0
8460-2	"Sol"""	Sol	script identifiable	punctuation	1	minor	-1	-1	0	0	0	0	0	1	0	0	0	0	0
8465-1	trip	trip,	script identifiable	punctuation	1	minor	1	1	0	0	0	0	0	1	0	0	0	0	0
8466-1	I'd	I'll	other	tbc	2	minor	1	0	0	0	0	0	0	0	0	0	0	0	1
8468-1	rover,	rover	script identifiable	punctuation	1	minor	-1	-1	0	0	0	0	0	1	0	0	0	0	0
8479-1	in to	into	script identifiable	whitespace	1	minor	-1	-1	0	0	0	1	0	0	0	0	0	0	0
8482-1	right-angle	right angle	script identifiable	hyphenation	1	minor	0	0	0	0	0	0	0	0	1	0	0	0	0
8492-1	Coffee	coffee	script-identifiable	capitalization	1	minor	0	0	0	0	1	0	0	0	0	0	0	0	0
8493-1	spent most of the day with	quickly developed	other	condensation	24	major	-9	-4	0	0	0	0	0	0	0	0	1	0	0
8493-2		splitting	other	insertion	9	major	9	0	1	0	0	0	0	0	0	0	0	0	0
8494-1	multibillion dollar	multibillion-dollar	script identifiable	hyphenation	1	minor	0	0	0	0	0	0	0	0	1	0	0	0	0
8494-2	Access	access	script-identifiable	capitalization	1	minor	0	0	0	0	1	0	0	0	0	0	0	0	0
8500-1	used	suited up in the rover and released	other	expansion	31	major	31	6	0	0	0	0	0	0	0	0	0	1	0
8500-2		bedroom,	other	insertion	8	major	8	1	1	0	0	0	0	0	0	0	0	0	0
8500-3	process		other	deletion	7	major	-7	0	0	1	0	0	0	0	0	0	0	0	0
8500-4	yesterday.		other	deletion	10	major	-10	-1	0	1	0	0	0	0	0	0	0	0	0
8501-1	This	last time.	other	expansion	9	major	6	2	0	0	0	0	0	0	0	0	0	1	0
8502-1		But this	other	insertion	8	major	8	1	1	0	0	0	0	0	0	0	0	0	0
8503-1	So is that good?		other	deletion	16	major	-16	-4	0	1	0	0	0	0	0	0	0	0	0
8504-1	I don't know.		other	deletion	13	major	-13	-4	0	1	0	0	0	0	0	0	0	0	0
8505-1		great, but having seen	other	insertion	22	major	22	3	1	0	0	0	0	0	0	0	0	0	0
8505-2	shitty part	fragile nature	other	tbc	11	major	3	0	0	0	0	0	0	0	0	0	0	0	1
8505-3	failure analysis.		other	deletion	17	major	-17	-2	0	1	0	0	0	0	0	0	0	0	0
8506-1	If the bedroom fails while I'm sleeping in it, I'll die.		other	deletion	56	major	-56	-13	0	1	0	0	0	0	0	0	0	0	0
8507-1	How long will it last?		other	deletion	22	major	-22	-5	0	1	0	0	0	0	0	0	0	0	0
8508-1	Hopefully, if it developed a leak, it'd be slow enough that	my handiwork,	other	condensation	53	major	-46	-9	0	0	0	0	0	0	0	0	1	0	0
8508-2	could react.		other	deletion	12	major	-12	-2	0	1	0	0	0	0	0	0	0	0	0
8509-1	But you never know.	wanted a good long test of the pressure seal.	other	expansion	35	major	26	5	0	0	0	0	0	0	0	0	0	1	0
8511-1		the rover/ bedroom universe	other	insertion	27	major	27	3	1	0	0	0	0	0	0	0	0	0	0
8511-2	go	stay	other	tbc	4	minor	2	0	0	0	0	0	0	0	0	0	0	0	1
8511-3	to		other	deletion	2	minor	-2	0	0	1	0	0	0	0	0	0	0	0	0
8515-1	wanted a good long test (I		other	deletion	26	major	-26	-5	0	1	0	0	0	0	0	0	0	0	0
8515-2	8 hours)	eight hours for the test duration,	script identifiable	numbers	28	major	26	4	0	0	0	0	0	0	0	1	0	0	0
8518-1	bee-line	beeline out of Acidalia Planitia	other	expansion	26	major	24	3	0	0	0	0	0	0	0	0	0	1	0
8518-2	it	the valley	other	expansion	10	major	8	1	0	0	0	0	0	0	0	0	0	1	0
8519-1	zig-zag route, but mostly toward Schiaparelli.		other	deletion	46	major	-46	-7	0	1	0	0	0	0	0	0	0	0	0
8520-1	After that comes	zigzag route which will dump me in to	other	expansion	31	major	21	5	0	0	0	0	0	0	0	0	0	1	0
8521-1	Each	After that, things get rough.	other	expansion	27	major	25	5	0	0	0	0	0	0	0	0	0	1	0
8522-1		Unlike Acidalia Planitia, Arabia Terra is riddled with craters.	other	insertion	63	major	63	9	1	0	0	0	0	0	0	0	0	0	0
8523-1		And each	other	insertion	8	major	8	1	1	0	0	0	0	0	0	0	0	0	0
8529-1	there:	present:	other	tbc	5	minor	2	0	0	0	0	0	0	0	0	0	0	0	1
8530-1	Park	Park,	script identifiable	punctuation	1	minor	1	1	0	0	0	0	0	1	0	0	0	0	0
8535-1	"date."""	"date?"""	script identifiable	punctuation	1	minor	0	0	0	0	0	0	0	1	0	0	0	0	0
8543-1	Also	Also,	script identifiable	punctuation	1	minor	1	1	0	0	0	0	0	1	0	0	0	0	0
8564-1	"Atmospheric Regulator,"""	"atmospheric regulator,"""	script-identifiable	capitalization	2	minor	0	0	0	0	1	0	0	0	0	0	0	0	0
8565-1	know	saw	other	tbc	3	minor	-1	0	0	0	0	0	0	0	0	0	0	0	1
8567-1	it	it,	script identifiable	punctuation	1	minor	1	1	0	0	0	0	0	1	0	0	0	0	0
8571-1		He gestured to the newcomer.	other	insertion	28	major	28	5	1	0	0	0	0	0	0	0	0	0	0
8575-1	you,	you.	script identifiable	punctuation	1	minor	0	0	0	0	0	0	0	1	0	0	0	0	0
8582-1	Explained.	explained.	script-identifiable	capitalization	1	minor	0	0	0	0	1	0	0	0	0	0	0	0	0
8583-1	up in to	into	other	condensation	4	minor	-4	-2	0	0	0	0	0	0	0	0	1	0	0
8586-1	said.	said.1	script identifiable	numbers	1	minor	1	0	0	0	0	0	0	0	0	1	0	0	0
8589-1	20 %	twenty percent	script identifiable	numbers	13	major	10	0	0	0	0	0	0	0	0	1	0	0	0
8593-1	"power."""	"power,"""	script identifiable	punctuation	1	minor	0	0	0	0	0	0	0	1	0	0	0	0	0
8596-1	20 %	twenty percent	script identifiable	numbers	13	major	10	0	0	0	0	0	0	0	0	1	0	0	0
8597-1	45 sol	forty five-sol	script identifiable	numbers	10	major	8	1	0	0	0	0	0	0	0	1	0	0	0
8597-2	in to 225	into two hundred and twenty-five	script identifiable	numbers	26	major	23	3	0	0	0	0	0	0	0	1	0	0	0
8602-1	in to	into	script identifiable	whitespace	1	minor	-1	-1	0	0	0	1	0	0	0	0	0	0	0
8605-1	said	said,	script identifiable	punctuation	1	minor	1	1	0	0	0	0	0	1	0	0	0	0	0
8607-1	"""No"	"""No,"	script identifiable	punctuation	1	minor	1	1	0	0	0	0	0	1	0	0	0	0	0
8613-1	"""Well..."""	"""Well...,"""	script identifiable	punctuation	1	minor	1	0	0	0	0	0	0	1	0	0	0	0	0
8620-1	trip,	trip	script identifiable	punctuation	1	minor	-1	-1	0	0	0	0	0	1	0	0	0	0	0
8624-1	things	things,	script identifiable	punctuation	1	minor	1	1	0	0	0	0	0	1	0	0	0	0	0
8626-1	20	twenty	script identifiable	numbers	6	major	4	0	0	0	0	0	0	0	0	1	0	0	0
8628-1	L	liters	other	expansion	6	major	5	0	0	0	0	0	0	0	0	0	0	1	0
8629-1	kg	kilograms	other	expansion	7	major	7	0	0	0	0	0	0	0	0	0	0	1	0
8636-1	Hab	Hab,	script identifiable	punctuation	1	minor	1	1	0	0	0	0	0	1	0	0	0	0	0
8638-1	"""Plugs-out"	"""plugs-out"	script-identifiable	capitalization	1	minor	0	0	0	0	1	0	0	0	0	0	0	0	0
8640-1	The	the	script-identifiable	capitalization	1	minor	0	0	0	0	1	0	0	0	0	0	0	0	0
8645-1	thick gauge	thick-gauge	script identifiable	hyphenation	1	minor	0	0	0	0	0	0	0	0	1	0	0	0	0
8646-1	lower gauge	lower-gauge	script identifiable	hyphenation	1	minor	0	0	0	0	0	0	0	0	1	0	0	0	0
8648-1	"said. ""What"	"said, ""what's"	other	tbc	4	minor	2	1	0	0	0	0	0	0	0	0	0	0	1
8659-1	connecting	clogging	other	tbc	6	major	-2	0	0	0	0	0	0	0	0	0	0	0	1
8659-2	that	that'	script identifiable	punctuation	1	minor	1	1	0	0	0	0	0	1	0	0	0	0	0
8665-1	veins	vanes	other	tbc	3	minor	0	0	0	0	0	0	0	0	0	0	0	0	1
8667-1	tarnishing	tarnishing,	script identifiable	punctuation	1	minor	1	1	0	0	0	0	0	1	0	0	0	0	0
8674-1	ok	okay	other	tbc	2	minor	2	0	0	0	0	0	0	0	0	0	0	0	1
8676-1	"""This ship is designed for a 396 day"	"""The design of Hermes assumed it would get an overhaul after each"	script identifiable	numbers	47	major	29	4	0	0	0	0	0	0	0	1	0	0	0
8676-2	and we need	but we've extended Ares 3 from 396 days	script identifiable	numbers	31	major	28	6	0	0	0	0	0	0	0	1	0	0	0
8676-3	make it last		other	deletion	12	major	-12	-2	0	1	0	0	0	0	0	0	0	0	0
8677-1		Things are going to break.	other	insertion	26	major	26	5	1	0	0	0	0	0	0	0	0	0	0
8678-1	things break.	that happens.	other	tbc	9	major	0	0	0	0	0	0	0	0	0	0	0	0	1
8680-1	"bunkroom?"""	"bunk room?"""	script identifiable	whitespace	1	minor	1	1	0	0	0	1	0	0	0	0	0	0	0
8685-1	them	it	other	tbc	4	minor	-2	0	0	0	0	0	0	0	0	0	0	0	1
8685-2	they're	it's	other	tbc	6	major	-3	0	0	0	0	0	0	0	0	0	0	0	1
8685-3	in to	into	script identifiable	whitespace	1	minor	-1	-1	0	0	0	1	0	0	0	0	0	0	0
8687-1		"""So did you move into Mark's room?"""	other	insertion	35	major	35	9	1	0	0	0	0	0	0	0	0	0	0
8688-1		"""It's right next to mine,"" he said."	other	insertion	35	major	35	9	1	0	0	0	0	0	0	0	0	0	0
8689-1		"""It has the same problem."""	other	insertion	26	major	26	6	1	0	0	0	0	0	0	0	0	0	0
8692-1		"me."""	other	insertion	4	minor	4	1	1	0	0	0	0	0	0	0	0	0	0
8697-1	"""Ok,"	"""Okay,"	other	tbc	2	minor	2	0	0	0	0	0	0	0	0	0	0	0	1
8700-1	"""So..."""	"""So...,"""	script identifiable	punctuation	1	minor	1	0	0	0	0	0	0	1	0	0	0	0	0
8700-2	"""You"	"""you"	script-identifiable	capitalization	1	minor	0	0	0	0	1	0	0	0	0	0	0	0	0
8707-1	duties	duties,	script identifiable	punctuation	1	minor	1	1	0	0	0	0	0	1	0	0	0	0	0
8713-1	product-tester	product tester	script identifiable	hyphenation	1	minor	0	0	0	0	0	0	0	0	1	0	0	0	0
8715-1	km	kilometers	other	expansion	8	major	8	0	0	0	0	0	0	0	0	0	0	1	0
8718-1	boulders	boulders,	script identifiable	punctuation	1	minor	1	1	0	0	0	0	0	1	0	0	0	0	0
8721-1	in to	into	script identifiable	whitespace	1	minor	-1	-1	0	0	0	1	0	0	0	0	0	0	0
8726-1	it	the heater itself	other	expansion	15	major	15	2	0	0	0	0	0	0	0	0	0	1	0
8726-2	need.	need, so	other	tbc	4	minor	3	0	0	0	0	0	0	0	0	0	0	0	1
8726-3	in to	into	script identifiable	whitespace	1	minor	-1	-1	0	0	0	1	0	0	0	0	0	0	0
8727-1	power	power,	script identifiable	punctuation	1	minor	1	1	0	0	0	0	0	1	0	0	0	0	0
8732-1		I've discovered that raw potatoes are disgusting.	other	insertion	49	major	49	8	1	0	0	0	0	0	0	0	0	0	0
8733-1		When I'm in the Hab,	other	insertion	20	major	20	6	1	0	0	0	0	0	0	0	0	0	0
8733-2	fell	cook my taters using a small microwave.	other	expansion	36	major	35	7	0	0	0	0	0	0	0	0	0	1	0
8734-1		I don't have anything like that	other	insertion	31	major	31	6	1	0	0	0	0	0	0	0	0	0	0
8734-2		the rover.	other	insertion	10	major	10	2	1	0	0	0	0	0	0	0	0	0	0
8735-1		I could easily bring the Hab's microwave into the rover and wire it in, but the energy required	other	insertion	95	major	95	18	1	0	0	0	0	0	0	0	0	0	0
8735-2		cook ten potatoes a day would actually cut into my driving distance.	other	insertion	68	major	68	12	1	0	0	0	0	0	0	0	0	0	0
8736-1		I fell into	other	insertion	11	major	11	2	1	0	0	0	0	0	0	0	0	0	0
8738-1	22	twenty-two	script identifiable	numbers	10	major	8	1	0	0	0	0	0	0	0	1	0	0	0
8738-2	days	sols	other	tbc	3	minor	0	0	0	0	0	0	0	0	0	0	0	0	1
8739-1	all	all,	script identifiable	punctuation	1	minor	1	1	0	0	0	0	0	1	0	0	0	0	0
8741-1	The procedure is what you'd expect.		other	deletion	35	major	-35	-7	0	1	0	0	0	0	0	0	0	0	0
8753-1	folded up	folded-up	script identifiable	hyphenation	1	minor	0	0	0	0	0	0	0	0	1	0	0	0	0
8754-1	more-or-less	more or less	script identifiable	hyphenation	2	minor	0	0	0	0	0	0	0	0	1	0	0	0	0
8754-2	in to	into	script identifiable	whitespace	1	minor	-1	-1	0	0	0	1	0	0	0	0	0	0	0
8755-1	bedroom,	bedroom	script identifiable	punctuation	1	minor	-1	-1	0	0	0	0	0	1	0	0	0	0	0
8758-1	I'd	I	other	tbc	2	minor	-2	-1	0	0	0	0	0	0	0	0	0	0	1
8758-2	stow	stoyv	other	tbc	2	minor	1	0	0	0	0	0	0	0	0	0	0	0	1
8763-1	back	back,	script identifiable	punctuation	1	minor	1	1	0	0	0	0	0	1	0	0	0	0	0
8765-1	4	four	script identifiable	numbers	4	minor	3	0	0	0	0	0	0	0	0	1	0	0	0
8766-1	in to	into	script identifiable	whitespace	1	minor	-1	-1	0	0	0	1	0	0	0	0	0	0	0
8770-1	Ultimately	Ultimately,	script identifiable	punctuation	1	minor	1	1	0	0	0	0	0	1	0	0	0	0	0
8772-1	possible,	possible,'	script identifiable	punctuation	1	minor	1	0	0	0	0	0	0	1	0	0	0	0	0
8779-1	relax the rest of the day.	relax.	other	condensation	20	major	-20	-5	0	0	0	0	0	0	0	0	1	0	0
8780-1	70's	seventies	script identifiable	numbers	8	major	5	-1	0	0	0	0	0	0	0	1	0	0	0
8782-1	"Day""."	"Day."""	script identifiable	punctuation	2	minor	0	0	0	0	0	0	0	1	0	0	0	0	0
8783-1	4 hour	four-hour	script identifiable	numbers	5	minor	3	0	0	0	0	0	0	0	0	1	0	0	0
8784-1	Oxygenator	oxygenator	script-identifiable	capitalization	1	minor	0	0	0	0	1	0	0	0	0	0	0	0	0
8784-2		that	other	insertion	4	minor	4	0	1	0	0	0	0	0	0	0	0	0	0
8784-3	Regulator	regulator	script-identifiable	capitalization	1	minor	0	0	0	0	1	0	0	0	0	0	0	0	0
8785-1	Once it was done, my test run was complete.		other	deletion	43	major	-43	-9	0	1	0	0	0	0	0	0	0	0	0
8786-1	oxygen,	oxygen	script identifiable	punctuation	1	minor	-1	-1	0	0	0	0	0	1	0	0	0	0	0
8795-1		Over the last few days, I cooked all the potatoes with the Hab's microwave.	other	insertion	75	major	75	15	1	0	0	0	0	0	0	0	0	0	0
8796-1		It took quite a while, because the microwave can only hold four at a time.	other	insertion	74	major	74	15	1	0	0	0	0	0	0	0	0	0	0
8797-1		After cooking, I put them back out on the surface to freeze.	other	insertion	60	major	60	12	1	0	0	0	0	0	0	0	0	0	0
8798-1		Once frozen, I put them back in the rover's saddlebags.	other	insertion	55	major	55	11	1	0	0	0	0	0	0	0	0	0	0
8799-1		This may seem like a waste of time, but it's critical.	other	insertion	54	major	54	12	1	0	0	0	0	0	0	0	0	0	0
8800-1		Instead of eating raw potatoes during my trip.	other	insertion	46	major	46	8	1	0	0	0	0	0	0	0	0	0	0
8801-1		I'll be eating (cold) precooked potatoes.	other	insertion	41	major	41	7	1	0	0	0	0	0	0	0	0	0	0
8802-1		First off, they'll taste a lot better.	other	insertion	38	major	38	8	1	0	0	0	0	0	0	0	0	0	0
8803-1		But more important, they'll be cooked.	other	insertion	38	major	38	7	1	0	0	0	0	0	0	0	0	0	0
8804-1		When you cook food, the proteins break down, and the food becomes easier to digest.	other	insertion	83	major	83	15	1	0	0	0	0	0	0	0	0	0	0
8805-1		I'll get more calories out of it, and I need every calorie I can get my hands on.	other	insertion	81	major	81	19	1	0	0	0	0	0	0	0	0	0	0
8807-1	Regulator, Oxygenator,	regulator, oxygenator,	script-identifiable	capitalization	2	minor	0	0	0	0	1	0	0	0	0	0	0	0	0
8815-1	I've	I'ye	other	tbc	1	minor	0	0	0	0	0	0	0	0	0	0	0	0	1
8816-1	The	the	script-identifiable	capitalization	1	minor	0	0	0	0	1	0	0	0	0	0	0	0	0
8816-2	Tree.	Tree,	script identifiable	punctuation	1	minor	0	0	0	0	0	0	0	1	0	0	0	0	0
8822-1	it.	it, because	other	expansion	9	major	8	0	0	0	0	0	0	0	0	0	0	1	0
8822-2	launched, so they added the shutdown process to the mission.	launched.	other	condensation	51	major	-51	-9	0	0	0	0	0	0	0	0	1	0	0
8823-1	it	the shutdown	other	expansion	11	major	10	1	0	0	0	0	0	0	0	0	0	1	0
8825-1	I	I'd	other	tbc	2	minor	2	1	0	0	0	0	0	0	0	0	0	0	1
8825-2	an eerie silence	the interior of the Hab	other	expansion	17	major	7	2	0	0	0	0	0	0	0	0	0	1	0
8825-3	all that remained.		other	deletion	18	major	-18	-3	0	1	0	0	0	0	0	0	0	0	0
8826-1	I've	eerily silent.	other	expansion	13	major	10	1	0	0	0	0	0	0	0	0	0	1	0
8827-1		I'd	other	insertion	3	minor	3	1	1	0	0	0	0	0	0	0	0	0	0
8827-2	the	its	other	tbc	3	minor	0	0	0	0	0	0	0	0	0	0	0	0	1
8829-1	It's	It was	other	tbc	3	minor	2	0	0	0	0	0	0	0	0	0	0	0	1
8829-2	creepy, eerie	creepy	other	condensation	7	major	-7	-1	0	0	0	0	0	0	0	0	1	0	0
8830-1		noises of the	other	insertion	13	major	13	2	1	0	0	0	0	0	0	0	0	0	0
8830-2	the	a	other	tbc	3	minor	-2	0	0	0	0	0	0	0	0	0	0	0	1
8830-3	suit. There's always some kind	suit, both	other	condensation	24	major	-20	-4	0	0	0	0	0	0	0	0	1	0	0
8830-4		which have noisy	other	insertion	16	major	16	2	1	0	0	0	0	0	0	0	0	0	0
8830-5	in operation.	of their own.	other	tbc	9	major	0	1	0	0	0	0	0	0	0	0	0	0	1
8838-1	2	two	script identifiable	numbers	3	minor	2	0	0	0	0	0	0	0	0	1	0	0	0
8838-2	go	go,	script identifiable	punctuation	1	minor	1	1	0	0	0	0	0	1	0	0	0	0	0
8838-3	45	forty-five	script identifiable	numbers	10	major	8	1	0	0	0	0	0	0	0	1	0	0	0
8840-1	Chapter	CHAPTER	script-identifiable	capitalization	6	major	0	0	0	0	1	0	0	0	0	0	0	0	0
8845-1	10	ten	script identifiable	numbers	3	minor	1	0	0	0	0	0	0	0	0	1	0	0	0
8849-1	5	five	script identifiable	numbers	4	minor	3	0	0	0	0	0	0	0	0	1	0	0	0
8853-1	day	day,	script identifiable	punctuation	1	minor	1	1	0	0	0	0	0	1	0	0	0	0	0
8853-2	Code	code	script-identifiable	capitalization	1	minor	0	0	0	0	1	0	0	0	0	0	0	0	0
8853-3	NASA	NASA,	script identifiable	punctuation	1	minor	1	1	0	0	0	0	0	1	0	0	0	0	0
8854-1	Oxygenator.	oxygenator.	script-identifiable	capitalization	1	minor	0	0	0	0	1	0	0	0	0	0	0	0	0
8869-1	any more.	anymore.	script identifiable	whitespace	1	minor	-1	-1	0	0	0	1	0	0	0	0	0	0	0
8872-1	nostalgia in return.	nostalgia.	other	condensation	10	major	-10	-2	0	0	0	0	0	0	0	0	1	0	0
8873-1	now	now,	script identifiable	punctuation	1	minor	1	1	0	0	0	0	0	1	0	0	0	0	0
8875-1	guest,	guest.	script identifiable	punctuation	1	minor	0	0	0	0	0	0	0	1	0	0	0	0	0
8877-1	is: Is	is, is	other	tbc	2	minor	0	0	0	0	0	0	0	0	0	0	0	0	1
8878-1	responded.		other	deletion	10	major	-10	-1	0	1	0	0	0	0	0	0	0	0	0
8879-1	"""But"	"responded, ""but"	other	expansion	12	major	11	0	0	0	0	0	0	0	0	0	0	1	0
8880-1	80 %	eighty percent	script identifiable	numbers	13	major	10	0	0	0	0	0	0	0	0	1	0	0	0
8882-1	can		other	deletion	3	minor	-3	0	0	1	0	0	0	0	0	0	0	0	0
8882-2	"correct?"""	"Correct?"""	script-identifiable	capitalization	1	minor	0	0	0	0	1	0	0	0	0	0	0	0	0
8884-1	20 %	twenty percent	script identifiable	numbers	13	major	10	0	0	0	0	0	0	0	0	1	0	0	0
8887-1	"Tau Event."""	"storm?"""	other	condensation	10	major	-4	-1	0	0	0	0	0	0	0	0	1	0	0
8889-1	Tau Event	storm	other	condensation	9	major	-4	-1	0	0	0	0	0	0	0	0	1	0	0
8890-1	12	twelve	script identifiable	numbers	6	major	4	0	0	0	0	0	0	0	0	1	0	0	0
8901-1	he's	he	other	tbc	2	minor	-2	-1	0	0	0	0	0	0	0	0	0	0	1
8913-1	watching,	watching	script identifiable	punctuation	1	minor	-1	-1	0	0	0	0	0	1	0	0	0	0	0
8917-1	half-way	halfway	script identifiable	hyphenation	1	minor	-1	-1	0	0	0	0	0	0	1	0	0	0	0
8924-1	did it mostly with landmarks.	had plenty of landmarks to navigate by.	other	expansion	28	major	10	2	0	0	0	0	0	0	0	0	0	1	0
